ctr_mean,ctr_std,n_ctrs,EMD_CD
88.63636363636364,49.236596391733094,22,26290108
140.2173913043478,81.09307588519343,23,26290109
68.18181818181819,37.23390439322254,11,26290110
50.0,32.732683535398856,8,26290111
323.29545454545456,196.13990966885058,44,26320101
266.43835616438355,141.98610909183353,73,26320102
345.14925373134326,161.91554604936778,67,26320103
180.35714285714286,106.79617633802852,28,26320104
272.54901960784315,190.41106204477614,51,26320105
244.6969696969697,129.9049320668441,66,26350101
105.83333333333333,44.37464586227476,30,26350102
263.8888888888889,188.06779856037534,54,26350103
233.8709677419355,188.36449451979777,31,26350104
231.54761904761904,163.98798325709532,42,26350105
96.42857142857143,48.88875013855325,14,26350106
208.88888888888889,143.0348371777472,45,26350107
86.25,49.01268804854096,40,26350108
223.4375,132.27819110219883,64,26380101
291.6666666666667,156.26535012318888,39,26380102
74.19354838709677,112.44012449761252,62,26380103
95.0,59.16079783099616,15,26380104
117.5925925925926,61.94554634718071,27,26380105
40.0,56.07084263625253,100,26380106
102.0,45.023142197467,25,26380107
122.29729729729729,81.6036712357916,37,26380108
127.4390243902439,67.26925329617083,41,26410101
205.85106382978722,127.17806392808407,47,26410102
450.90909090909093,202.52821227591176,55,26410103
370.45454545454544,195.3881592358043,44,26410104
116.84782608695652,44.1129698193195,46,26410105
151.33333333333334,70.5783699606778,75,26410106
223.84615384615384,160.22632730465511,65,26410107
334.02777777777777,145.6699765342607,36,26410108
135.22727272727272,77.0200541715516,22,26410109
134.0909090909091,75.01803534954529,22,26410110
142.64705882352942,82.80469580318994,17,26410111
193.22033898305085,106.45446943154653,59,26410112
497.6666666666667,145.43581600340605,75,26410113
0.0,0.0,27,26440101
0.0,0.0,159,26440102
0.9615384615384616,4.9029033784546,26,26440103
0.0,0.0,48,26440104
3.8461538461538463,9.388345202485135,13,26440105
0.0,0.0,6,26440106
0.8928571428571429,4.72455591261534,28,26440107
0.47619047619047616,3.4336996141615312,105,26440108
126.70454545454545,119.51910999198813,44,26440109
77.94117647058823,61.1621518876618,17,26440110
137.5,91.60659524664655,42,26440111
169.53125,93.48416611660035,32,26440112
189.6341463414634,108.24965498733955,41,26440113
262.5,129.84179509147785,98,26440114
156.8181818181818,102.74983410736442,33,26440115
82.29166666666667,80.58184020618103,24,26440116
0.0,0.0,6,26440117
198.02631578947367,105.48817964833408,38,26440118
122.41379310344827,90.47119401120341,29,26440119
62.5,39.528470752104745,10,26440120
152.54237288135593,138.70513527945909,59,26440121
107.0,97.8128158207068,50,26440122
165.625,105.76134433961086,24,26470101
181.94444444444446,123.5792272059726,36,26470102
165.0,106.55593210453686,25,26500101
12.5,17.67766952966369,2,26500102
57.5,37.360852952433156,10,26500103
190.78947368421052,122.2504619156774,19,26500104
100.0,68.46531968814577,9,26500105
0.0,0.0,16,26530101
253.50877192982455,154.64811702782106,57,26530102
130.0,88.23669466675577,15,26530103
209.44444444444446,101.5908808442326,45,26530104
67.85714285714286,71.00147034540053,14,26530105
197.7941176470588,126.05785911825764,68,26530106
264.81481481481484,148.22205092412443,54,26530107
244.44444444444446,156.3301076699641,27,26530108
138.84297520661158,111.9401891471429,242,26710250
183.9516129032258,155.26920222375855,310,26710253
329.04411764705884,135.04767636407465,204,26710256
157.70142180094786,149.73166776371053,211,26710259
243.05993690851736,116.07003370944831,317,26710330
50.0,0.0,1,27110108
50.0,0.0,1,27110140
50.0,0.0,2,27110154
50.0,0.0,2,27110155
50.0,0.0,2,27110156
50.0,0.0,2,27110157
45.833333333333336,10.206207261596576,6,27140101
62.5,14.433756729740644,4,27140102
50.0,0.0,7,27140103
386.144578313253,155.50140243506237,83,27140104
122.5609756097561,74.12086372287084,41,27140105
46.875,20.863074009907006,8,27140106
212.01923076923077,112.51256842814782,52,27140107
60.0,28.504385627478452,5,27140108
68.75,23.935677693908453,4,27140109
77.77777777777777,19.543398999264287,9,27140110
50.0,0.0,1,27140111
260.63829787234044,136.50775189517466,47,27140112
90.0,35.72556212956885,20,27140113
65.625,18.600595228571127,8,27140114
50.0,0.0,1,27140116
50.0,0.0,1,27140118
85.0,28.50438562747845,5,27140119
62.5,17.67766952966369,2,27140120
288.57142857142856,124.01714438270355,35,27140121
359.2857142857143,145.91064377346348,35,27140122
203.0,111.64489837575802,25,27140123
276.61290322580646,147.89290661812348,31,27140124
266.1764705882353,111.44409403937331,34,27140125
93.75,43.8137290942332,8,27140126
50.0,0.0,1,27140127
75.0,31.622776601683793,6,27140128
72.91666666666667,34.473859222561224,12,27140129
146.15384615384616,73.37993857053429,26,27140130
340.625,128.4446023506472,64,27140131
497.97297297297297,162.2731727137378,37,27140132
460.3333333333333,197.7531448708372,75,27140133
698.4126984126984,220.83355795136833,126,27140134
236.71875,53.87574376404499,32,27140135
280.55555555555554,90.22763235852774,27,27140136
643.0555555555555,269.20679829768017,90,27140137
658.9108910891089,191.75453574869624,101,27140138
255.26315789473685,82.739109458092,19,27140139
307.3529411764706,96.99150963448538,51,27140140
420.7317073170732,148.62940899940426,41,27140141
518.6046511627907,198.38265336108083,86,27140142
449.35897435897436,141.1288114826286,39,27140143
390.0,110.44846597560162,45,27140144
252.24719101123594,108.81858139487322,89,27140145
50.0,0.0,6,27170101
33.92857142857143,12.431128952471173,14,27170102
42.5,12.0761472884912,10,27170103
132.69230769230768,90.21342216356464,26,27170104
70.0,20.91650066335189,5,27170105
50.0,25.0,3,27170106
60.0,13.693063937629153,5,27200101
370.7142857142857,184.7579611320732,35,27200102
321.3414634146341,208.08359014541455,41,27200103
55.0,32.59601202601324,5,27230106
25.0,0.0,2,27230109
50.0,0.0,1,27230110
62.5,31.73238794109962,10,27230111
50.0,17.67766952966369,13,27230112
50.0,20.412414523193153,7,27230113
146.875,72.38496621076322,16,27230114
128.94736842105263,76.4958050296518,19,27230115
175.0,73.59800721939872,19,27230116
147.5,64.32851540908466,20,27230117
184.28571428571428,108.81813522856311,35,27230118
147.61904761904762,49.31072519287887,21,27230119
102.77777777777777,26.352313834736496,9,27230120
291.6666666666667,121.30245551630732,36,27230121
180.76923076923077,69.75230903263788,26,27230122
174.13793103448276,64.25491873219349,29,27230123
126.25,53.480813086760875,20,27230125
104.83870967741936,51.40499118061951,31,27230126
127.17391304347827,49.95056845059473,23,27230127
96.66666666666667,58.145957563293955,15,27230128
124.34210526315789,63.800481365543845,38,27230129
123.91304347826087,68.04003703935064,23,27230130
284.7014925373134,136.0255117476991,67,27230131
101.66666666666667,31.997023671109222,15,27260101
116.21621621621621,37.83012845099285,37,27260102
50.0,0.0,1,27260103
50.0,0.0,1,27260104
50.0,0.0,1,27260105
50.0,0.0,1,27260106
136.9047619047619,36.7585429008071,21,27260107
75.0,0.0,1,27260109
335.1190476190476,147.85658878741702,42,27260110
170.0,87.21893634494093,15,27260111
210.57692307692307,84.31283322338211,26,27260112
420.0,146.99368305183341,50,27260113
87.5,19.943100880436642,12,27260114
79.16666666666667,24.579802006254376,6,27260115
62.5,17.67766952966369,2,27260116
50.0,0.0,1,27260117
66.66666666666667,14.433756729740644,3,27260118
384.3137254901961,123.99201429061122,51,27260119
234.21052631578948,127.80478992387329,19,27260120
221.7948717948718,142.83081259182495,39,27260122
105.20833333333333,32.1166070635639,24,27260123
119.44444444444444,37.553380809940535,27,27260124
93.51851851851852,33.678765702728164,27,27260125
77.5,25.52088927670202,20,27260126
342.10526315789474,175.44396032577964,38,27260127
84.61538461538461,26.09769613566959,13,27290101
93.75,25.877458475338283,8,27290102
50.0,25.0,5,27290104
25.0,0.0,2,27290105
33.333333333333336,17.67766952966369,9,27290106
121.05263157894737,62.507309514088504,19,27290107
101.08695652173913,84.09892067379951,23,27290108
58.333333333333336,17.677669529663685,9,27290109
50.0,22.360679774997898,6,27290110
147.91666666666666,79.38566201357355,12,27290111
25.0,0.0,1,27290113
25.0,0.0,2,27290114
369.11764705882354,205.33221635457932,34,27290115
460.37735849056605,206.06395818317918,53,27290116
50.0,0.0,2,27290117
25.0,0.0,3,27290118
25.0,0.0,6,27290119
75.0,45.069390943299865,9,27290120
25.0,0.0,5,27290121
293.75,167.66458494112067,24,27290122
180.3030303030303,102.27062287397247,33,27290123
96.875,28.149790661490083,8,27290124
122.91666666666667,59.78971990284455,12,27290125
278.219696969697,203.72029599031302,132,27710250
227.24719101123594,129.81627877505522,178,27710253
113.25301204819277,69.8848998947328,166,27710256
477.22222222222223,264.5306334054966,270,27710259
347.72727272727275,198.00614014537445,242,27710262
130.4945054945055,104.46970572333113,91,27710265
534.6076458752515,182.09825694761113,497,27710310
103.96341463414635,60.7935145721615,164,27710330
108.33333333333333,90.97176522946842,117,27710380
212.94212218649517,79.61161688207682,311,27720250
220.13232514177693,102.64578266698695,529,27720310
304.6218487394958,122.84517923230645,357,27720320
496.797520661157,274.37702411667414,242,27720330
238.65853658536585,71.88826084186155,205,27720340
276.5676567656766,125.92216616062396,303,27720350
329.64285714285717,159.69241089375802,210,27720360
470.17463235294116,158.70509854939635,544,27720370
25.0,0.0,1,28110109
0.0,0.0,1,28110118
37.5,17.67766952966369,2,28110119
37.5,17.67766952966369,2,28110120
25.0,0.0,1,28110121
25.0,0.0,1,28110125
25.0,0.0,1,28110126
25.0,0.0,1,28110127
0.0,0.0,1,28110128
25.0,0.0,1,28110131
25.0,0.0,1,28110132
25.0,0.0,1,28110133
41.666666666666664,14.433756729740644,3,28110137
50.0,39.52847075210474,5,28110138
25.0,0.0,1,28110139
37.5,17.67766952966369,2,28110140
25.0,0.0,1,28110141
25.0,0.0,1,28110142
25.0,0.0,1,28110144
44.44444444444444,32.7676356900822,27,28110145
90.38461538461539,71.79029289427751,26,28110146
29.43548387096774,45.20148963936502,124,28110147
79.01785714285714,56.76442261949536,56,28110148
43.18181818181818,24.330354978123975,44,28110149
43.05555555555556,14.36282874900354,18,28110150
36.95652173913044,14.8277328030637,23,28110151
95.45454545454545,63.29876781371029,55,28110152
12.5,17.67766952966369,2,28140101
25.0,0.0,1,28140102
20.0,20.91650066335189,5,28140103
25.0,0.0,1,28140105
29.166666666666668,10.206207261596576,6,28140107
47.22222222222222,29.166666666666668,9,28177101
46.875,20.863074009907006,8,28177102
85.41666666666667,60.30568267019983,24,28177103
43.18181818181818,25.226248955475647,11,28177104
45.0,28.66057521105554,15,28177105
62.5,32.274861218395145,4,28177106
100.0,57.17718748968655,14,28177107
70.23809523809524,47.84025999292308,21,28185101
77.08333333333333,54.83273463797686,12,28185102
112.5,61.520096084305834,10,28185103
102.94117647058823,46.67235609575985,17,28185104
57.5,28.987545218210144,10,28185105
0.0,0.0,3,28185106
35.0,12.909944487358057,10,28200101
93.75,53.61902647381804,16,28200102
96.5909090909091,58.906430315098305,22,28200103
105.24193548387096,62.4199646193246,62,28200104
33.8235294117647,12.314804576797226,17,28200105
79.76190476190476,49.129323994845244,21,28200106
25.0,0.0,5,28200107
43.75,15.539539012701528,12,28200108
51.470588235294116,25.724787771376324,17,28200109
46.0,29.47456530637899,25,28200110
12.5,13.055824196677339,12,28200111
94.0,46.92636075100363,25,28237101
51.92307692307692,33.01126458867624,13,28237102
80.0,41.03441883847953,35,28237103
98.4375,42.297310789221584,16,28237104
25.0,0.0,1,28237106
87.5,46.770717334674266,6,28237107
115.9090909090909,59.44822040306092,11,28237108
106.25,52.83622494715786,16,28237109
152.58620689655172,69.54726924975934,29,28245101
163.04347826086956,92.27847097526917,23,28245102
31.25,12.500000000000002,4,28245103
92.85714285714286,44.98677054212187,7,28245105
37.5,17.67766952966369,2,28245107
104.41176470588235,51.716847863546135,17,28245108
50.0,20.412414523193153,4,28245109
40.0,17.480147469502526,10,28245110
55.26315789473684,25.791562154366943,19,28245111
25.0,0.0,1,28245117
33.333333333333336,12.309149097933272,12,28245118
38.888888888888886,13.176156917368248,9,28245119
67.3076923076923,24.258226201879197,26,28245120
169.23076923076923,98.56665062476566,26,28245121
159.7826086956522,106.26380403237421,23,28245122
25.0,0.0,2,28245123
37.5,18.98886313281875,14,28260101
57.8125,32.55604142602925,16,28260102
76.5625,47.8441480225116,16,28260103
27.5,7.905694150420948,10,28260104
161.02941176470588,76.4236538403534,34,28260105
32.142857142857146,12.198750911856663,7,28260106
105.35714285714286,52.968215640437315,14,28260107
94.79166666666667,53.150303010847715,24,28260108
37.5,17.67766952966369,2,28260109
69.44444444444444,56.59164584181102,18,28260110
23.958333333333332,22.697402967063773,24,28260111
86.20689655172414,37.551278569011316,29,28260112
80.26315789473684,41.97726811509805,38,28260113
56.73076923076923,21.860572165078743,26,28260114
69.64285714285714,28.04284398739006,14,28260115
70.16129032258064,43.97885611229828,31,28260117
83.0,53.87098786297995,25,28260118
23.214285714285715,11.865778663733083,14,28260119
45.833333333333336,20.412414523193153,24,28260120
70.625,29.896991959144124,40,28260121
12.5,18.05787796286538,24,28260122
25.0,14.433756729740644,7,28710320
96.27659574468085,75.4874345814208,94,28710330
156.06796116504853,114.58931460774598,103,28710340
0.0,0.0,1,28710350
59.791666666666664,39.60092856761527,120,28720310
92.74647887323944,64.51026246695434,355,28720350
52.91005291005291,29.368302396214236,189,28720360
84.44444444444444,66.54667973301538,180,28720370
50.0,0.0,1,29110107
50.0,0.0,1,29110108
50.0,0.0,1,29110109
163.33333333333334,75.51411094875547,15,29110110
255.55555555555554,86.41729409064321,27,29110111
127.77777777777777,50.68968775248516,9,29110118
276.219512195122,111.65673114396684,41,29110119
572.6027397260274,248.64788466412745,73,29110120
433.68055555555554,205.6062712358696,72,29110121
158.33333333333334,72.3746864455746,15,29110122
263.8888888888889,93.81677516088101,36,29110123
