,EMD_CD,EMD_ENG_NM,EMD_KOR_NM,predicted
1056,41220106,Doil-dong,도일동,39.08971877155941
1057,41220107,Gajae-dong,가재동,16.089848256085183
1058,41220108,Jangan-dong,장안동,40.701209685323775
1059,41220109,Ichung-dong,이충동,17.773108659268434
1060,41220110,Jisan-dong,지산동,44.99739268030582
1061,41220111,Dokgok-dong,독곡동,16.522130281836493
1062,41220112,Sinjang-dong,신장동,15.645869167192824
1063,41220116,Yucheon-dong,유천동,15.200141434107389
1064,41220117,Hapjeong-dong,합정동,16.684173521493467
1065,41220118,Bijeon-dong,비전동,16.863507969871957
1066,41220119,Dongsak-dong,동삭동,16.17148921789179
1067,41220120,Segyo-dong,세교동,15.2122976184284
1068,41220121,Jije-dong,지제동,15.521526885889505
1069,41220122,Sindae-dong,신대동,15.926668363355144
1070,41220123,Sosa-dong,소사동,16.5447709869204
1071,41220124,Yongi-dong,용이동,17.683757057535786
1072,41220125,Wolgok-dong,월곡동,46.24057841492829
1073,41220126,Cheongnyong-dong,청룡동,25.515328807857625
1074,41220127,Jukbaek-dong,죽백동,17.240873029739078
1075,41220128,Godeok-dong,고덕동,16.10993014349658
1076,41220250,Paengseong-eup,팽성읍,16.76894136795502
1077,41220253,Anjung-eup,안중읍,60.98861128036938
1078,41220256,Poseung-eup,포승읍,17.219201008828104
1079,41220259,Cheongbuk-eup,청북읍,37.12252566314922
1080,41220310,Jinwi-myeon,진위면,56.40821712140518
1081,41220320,Seotan-myeon,서탄면,17.373522068442835
1082,41220330,Godeok-myeon,고덕면,18.213260561401942
1083,41220340,Oseong-myeon,오성면,17.283931783705295
1084,41220370,Hyeondeok-myeon,현덕면,34.48772152757798
1085,41250101,Songnae-dong,송내동,56.7772154925684
1086,41250102,Jihaeng-dong,지행동,23.04182446650786
1087,41250103,Saengyeon-dong,생연동,54.87663172512121
1088,41250104,Gwangam-dong,광암동,79.10326711501368
1089,41250105,Geolsan-dong,걸산동,68.23348216617892
1090,41250106,Bosan-dong,보산동,76.46485361072659
1091,41250107,Dongducheon-dong,동두천동,29.205982819284483
1092,41250108,Anheung-dong,안흥동,85.58287138791306
1093,41250109,Sangbongam-dong,상봉암동,58.96413015510471
1094,41250110,Habongam-dong,하봉암동,51.764121430631405
1095,41250111,Tapdong-dong,탑동동,53.969620941818675
1096,41250112,Sangpae-dong,상패동,37.26037466790279
1097,41271101,Il-dong,일동,21.417215902122102
1098,41271102,I-dong,이동,19.31469938357179
1099,41271103,Sa-dong,사동,50.249630946566434
1100,41271104,Bono-dong,본오동,18.70453888999194
1101,41271105,Palgogi-dong,팔곡이동,50.62381765646802
1102,41271106,Yangsang-dong,양상동,43.11846196454843
1103,41271107,Bugok-dong,부곡동,51.22731914962826
1104,41271108,Seongpo-dong,성포동,23.09612268124138
1105,41271109,Wolpi-dong,월피동,22.062458088566192
1106,41271110,Palgogil-dong,팔곡일동,36.317799467706955
1107,41271111,Geongeon-dong,건건동,69.55437759377098
1108,41271112,Sasa-dong,사사동,52.886489161480256
1109,41271113,Suam-dong,수암동,55.396309085710286
1110,41271114,Jangsang-dong,장상동,71.18789037518994
1111,41271115,Jangha-dong,장하동,34.47367091362666
1112,41273101,Gojan-dong,고잔동,28.437112089018623
1113,41273102,Wa-dong,와동,27.57335752245707
1114,41273103,Singil-dong,신길동,17.03952312395475
1115,41273104,Seonggok-dong,성곡동,16.482708311890164
1116,41273105,Wonsi-dong,원시동,23.327266576430148
1117,41273106,Mongnae-dong,목내동,35.157541442878035
1118,41273107,Choji-dong,초지동,43.33567961455877
1119,41273108,Wongok-dong,원곡동,22.745409663221636
1120,41273109,Seonbu-dong,선부동,57.548731895341845
1121,41273110,Daebudong-dong,대부동동,61.92211222180271
1122,41273111,Daebubuk-dong,대부북동,76.0127044012776
1123,41273112,Daebunam-dong,대부남동,34.41910454039981
1124,41273113,Seongam-dong,선감동,61.503666763103304
1125,41273115,Hwajeong-dong,화정동,32.54831212452862
1126,41281101,Jugyo-dong,주교동,47.908107436811406
1127,41281102,Wondang-dong,원당동,72.27689649484262
1128,41281103,Sinwon-dong,신원동,67.26626067296213
1129,41281104,Wonheung-dong,원흥동,61.85388990712344
1130,41281105,Donae-dong,도내동,25.38871453976979
1131,41281106,Seongsa-dong,성사동,21.87369878526226
1132,41281107,Bukhan-dong,북한동,86.9671885086013
1133,41281108,Hyoja-dong,효자동,38.63330203814089
1134,41281109,Jichuk-dong,지축동,39.73329990325068
1135,41281110,Ogeum-dong,오금동,47.162475885868616
1136,41281111,Samsong-dong,삼송동,16.585849703754814
1137,41281112,Dongsan-dong,동산동,33.99959279587558
1138,41281113,Yongdu-dong,용두동,64.95049524199742
1139,41281114,Byeokje-dong,벽제동,39.97936636699042
1140,41281115,Seonyu-dong,선유동,52.34218515319593
1141,41281116,Goyang-dong,고양동,20.992493825153463
1142,41281117,Daeja-dong,대자동,28.367841168075746
1143,41281118,Gwansan-dong,관산동,23.05476763233671
1144,41281119,Naeyu-dong,내유동,57.6130984767192
1145,41281120,Todang-dong,토당동,16.485255002020292
1146,41281121,Naegok-dong,내곡동,36.39203122238937
1147,41281122,Daejang-dong,대장동,20.044070563842244
1148,41281123,Hwajeong-dong,화정동,23.906461963736962
1149,41281124,Gangmae-dong,강매동,18.483164470984427
1150,41281125,Haengjunae-dong,행주내동,17.642497872695728
1151,41281126,Haengjuoe-dong,행주외동,16.133689641294062
1152,41281128,Haengsin-dong,행신동,44.694425850440275
1153,41281129,Hwajeon-dong,화전동,21.019163290780003
1154,41281130,Hyeoncheon-dong,현천동,63.71766027604217
1155,41281131,Deogeun-dong,덕은동,27.117940904172617
1156,41281132,Hyangdong-dong,향동동,17.34207928532595
1157,41285101,Siksa-dong,식사동,36.05413662037916
1158,41285102,Jungsan-dong,중산동,17.509875226544427
1159,41285103,Jeongbalsan-dong,정발산동,16.765048909312018
1160,41285105,Madu-dong,마두동,27.827689900915566
1161,41285106,Baekseok-dong,백석동,16.800167002863066
1162,41285107,Pung-dong,풍동,29.864077923568612
1163,41285108,Sanhwang-dong,산황동,16.668523602052687
1164,41285109,Sarihyeon-dong,사리현동,55.80593937877675
1165,41285110,Jiyeong-dong,지영동,22.579664467944287
1166,41285111,Seolmun-dong,설문동,21.079951735409722
1167,41285112,Munbong-dong,문봉동,22.64533221256577
1168,41285113,Seongseok-dong,성석동,21.708360760828093
1169,41287101,Ilsan-dong,일산동,16.29063487316919
1170,41287102,Juyeop-dong,주엽동,16.09815514660021
1171,41287103,Tanhyeon-dong,탄현동,17.964519521459295
1172,41287104,Daehwa-dong,대화동,16.075657964316882
1173,41287105,Deogi-dong,덕이동,16.67918872451181
1174,41287106,Gajwa-dong,가좌동,17.64560561651703
1175,41287107,Gusan-dong,구산동,16.94536014179597
1176,41290101,Gwanmun-dong,관문동,79.39294376127333
1177,41290102,Munwon-dong,문원동,25.822145486268116
1178,41290103,Galhyeon-dong,갈현동,29.95469513547726
1179,41290104,Makgye-dong,막계동,83.57604143876343
1180,41290105,Gwacheon-dong,과천동,69.66009952080414
1181,41290106,Juam-dong,주암동,39.36472215113939
1182,41290107,Jungang-dong,중앙동,83.08618956188893
1183,41290108,Wonmun-dong,원문동,16.132357783351566
1184,41290110,Burim-dong,부림동,16.88426674097322
1185,41310101,Galmae-dong,갈매동,18.352545252855997
1186,41310102,Sano-dong,사노동,17.62661967943469
1187,41310103,Inchang-dong,인창동,31.554841906882103
1188,41310104,Gyomun-dong,교문동,53.83059918585123
1189,41310105,Sutaek-dong,수택동,16.432314001915127
1190,41310106,Acheon-dong,아천동,81.48561734575354
1191,41310107,Topyeong-dong,토평동,16.275659823365384
1192,41360101,Hopyeong-dong,호평동,44.072706722342
1193,41360102,Pyeongnae-dong,평내동,77.3775322850458
1194,41360103,Geumgok-dong,금곡동,80.24533212242815
1195,41360104,Ilpae-dong,일패동,69.90290704727502
1196,41360105,Ipae-dong,이패동,34.648108279048714
1197,41360106,Sampae-dong,삼패동,18.132447804269898
1198,41360108,Suseok-dong,수석동,31.18963613086644
1199,41360109,Jigeum-dong,지금동,43.206871671068484
1200,41360111,Byeollae-dong,별내동,82.08804293247167
1201,41360112,Dasan-dong,다산동,18.80666584253456
1202,41360250,Wabu-eup,와부읍,85.03434033297643
1203,41360253,Jinjeop-eup,진접읍,82.88108448823161
1204,41360256,Hwado-eup,화도읍,84.66578430090097
1205,41360259,Jingeon-eup,진건읍,64.74654983961713
1206,41360262,Onam-eup,오남읍,80.56377999772408
1207,41360265,Toegyewon-eup,퇴계원읍,23.93820582579561
1208,41360310,Byeollae-myeon,별내면,56.523574798289346
1209,41360340,Sudong-myeon,수동면,76.03906777448114
1210,41360360,Joan-myeon,조안면,76.32759756773375
1211,41370101,Osan-dong,오산동,15.48468696616225
1212,41370102,Busan-dong,부산동,16.73464640355718
1213,41370103,Won-dong,원동,16.52405593424349
1214,41370104,Gwol-dong,궐동,17.371488464364752
1215,41370105,Cheonghak-dong,청학동,19.547609008309458
1216,41370106,Gajang-dong,가장동,17.080535315913515
1217,41370107,Geumam-dong,금암동,16.784084266960722
1218,41370108,Sucheong-dong,수청동,17.194992537870508
1219,41370109,Eungye-dong,은계동,20.227505917272964
1220,41370110,Naesammi-dong,내삼미동,18.715344508266234
1221,41370111,Oesammi-dong,외삼미동,17.985853842143126
1222,41370112,Yangsan-dong,양산동,45.85582772493426
1223,41370113,Segyo-dong,세교동,19.26171328840266
1224,41370114,Jigot-dong,지곶동,18.507510881761352
1225,41370115,Seorang-dong,서랑동,19.16266328405242
1226,41370116,Seo-dong,서동,55.39350855279584
1227,41370117,Beoreum-dong,벌음동,15.369812573238997
1228,41370118,Dugok-dong,두곡동,16.05608114090363
1229,41370119,Tap-dong,탑동,17.39797293805404
1230,41370120,Nueup-dong,누읍동,16.540379703704726
1231,41370121,Gasu-dong,가수동,21.670273436562127
1232,41370122,Gohyeon-dong,고현동,16.35309717601067
1233,41370123,Cheongho-dong,청호동,15.618689678580115
1234,41370124,Galgot-dong,갈곶동,16.600682035875277
1235,41390101,Daeya-dong,대야동,25.72994197196109
1236,41390102,Sincheon-dong,신천동,48.918814462396554
1237,41390103,Bangsan-dong,방산동,34.62057278286436
1238,41390104,Po-dong,포동,61.77236595660964
1239,41390105,Misan-dong,미산동,37.90842005944319
1240,41390106,Eunhaeng-dong,은행동,16.833551434739366
1241,41390107,Anhyeon-dong,안현동,19.825563991902882
1242,41390108,Maehwa-dong,매화동,18.64446768059895
1243,41390109,Dochang-dong,도창동,45.68380573966168
1244,41390110,Geumi-dong,금이동,33.64936338351321
1245,41390112,Gwarim-dong,과림동,47.74172526512241
1246,41390113,Gyesu-dong,계수동,43.269266736053936
1247,41390117,Hwajeong-dong,화정동,16.76308246345745
1248,41390118,Neunggok-dong,능곡동,19.225801024493737
1249,41390119,Hajung-dong,하중동,20.17121672867539
1250,41390120,Hasang-dong,하상동,22.023936599966508
1251,41390121,Gwangseok-dong,광석동,45.61203578683198
1252,41390122,Murwang-dong,물왕동,26.27810180887152
1253,41390123,Sanhyeon-dong,산현동,35.7078398525778
1254,41390124,Jonam-dong,조남동,71.93274674523704
1255,41390125,Nongok-dong,논곡동,22.697721796484874
1256,41390126,Mokgam-dong,목감동,39.36826122549266
1257,41390127,Geomo-dong,거모동,66.38743364133514
1258,41390128,Gunja-dong,군자동,18.258402399838687
1259,41390129,Janghyeon-dong,장현동,25.025696396788188
1260,41390130,Janggok-dong,장곡동,23.15173247957342
1261,41390131,Wolgot-dong,월곶동,43.30381504795347
1262,41390132,Jeongwang-dong,정왕동,56.88420833658109
1263,41390133,Jugyul-dong,죽율동,16.585681627632074
1264,41390134,Mujinae-dong,무지내동,24.88857061714299
1265,41410101,Dang-dong,당동,16.967767638587453
1266,41410103,Bugok-dong,부곡동,51.16600351246393
1267,41410104,Sanbon-dong,산본동,66.52630328043678
1268,41410105,Geumjeong-dong,금정동,18.603393169207212
1269,41410106,Dundae-dong,둔대동,33.48294934378037
1270,41410107,Sokdal-dong,속달동,73.34031820224548
1271,41410108,Daeyami-dong,대야미동,19.509529573993195
1272,41410109,Domagyo-dong,도마교동,27.562589908771155
1273,41430101,Gocheon-dong,고천동,19.68533283383793
1274,41430102,I-dong,이동,15.883044753474016
1275,41430103,Sam-dong,삼동,18.45392142895685
1276,41430104,Wanggok-dong,왕곡동,85.61300156238997
1277,41430105,Ojeon-dong,오전동,81.37749605039238
1278,41430106,Hagui-dong,학의동,64.45611068092501
1279,41430107,Naeson-dong,내손동,38.1586642322677
1280,41430108,Cheonggye-dong,청계동,36.19538376108451
1281,41430109,Poil-dong,포일동,18.443341986095525
1282,41430110,Woram-dong,월암동,17.40428122953263
1283,41430111,Chopyeong-dong,초평동,49.68830032580047
1284,41450101,Cheonhyeon-dong,천현동,24.417503893629256
1285,41450102,Hasangok-dong,하산곡동,77.50268425227826
1286,41450103,Changu-dong,창우동,46.7433474837212
1287,41450104,Baealmi-dong,배알미동,59.26817030434254
1288,41450105,Sangsangok-dong,상산곡동,75.69148370503633
1289,41450108,Deokpung-dong,덕풍동,19.37346681521489
1290,41450109,Mangwol-dong,망월동,16.597766655604023
1291,41450110,Pungsan-dong,풍산동,18.240931076440823
1292,41450111,Misa-dong,미사동,15.699734419066075
1293,41450112,Seon-dong,선동,15.68619591967724
1294,41450113,Gambuk-dong,감북동,31.05462297183694
1295,41450114,Gamil-dong,감일동,15.761065516397426
1296,41450115,Gami-dong,감이동,72.89782709395828
1297,41450116,Hagam-dong,학암동,71.35287067966843
1298,41450117,Gyosan-dong,교산동,39.5754273645587
1299,41450118,Chungung-dong,춘궁동,32.821081637498835
1300,41450119,Hasachang-dong,하사창동,57.37492829224651
1301,41450120,Sangsachang-dong,상사창동,82.1301842311835
1302,41450121,Hang-dong,항동,64.55719202384101
1303,41450122,Choil-dong,초일동,41.55673547155147
1304,41450123,Choi-dong,초이동,53.07909169594811
1305,41450124,Gwangam-dong,광암동,46.4681417272478
1306,41461101,Gimnyangjang-dong,김량장동,16.68314543465301
1307,41461102,Yeokbuk-dong,역북동,31.36176358692891
1308,41461103,Samga-dong,삼가동,21.339638752913253
1309,41461104,Nam-dong,남동,41.10204376132426
1310,41461105,Yubang-dong,유방동,43.78186244585196
1311,41461106,Gorim-dong,고림동,16.697429190983147
1312,41461107,Mapyeong-dong,마평동,24.32497869921524
1313,41461108,Unhak-dong,운학동,60.46522313149138
1314,41461109,Ho-dong,호동,61.31950687171026
1315,41461110,Haegok-dong,해곡동,18.18048177859149
1316,41461250,Pogok-eup,포곡읍,77.6285150803191
1317,41461253,Mohyeon-eup,모현읍,79.03911080953668
1318,41461256,Idong-eup,이동읍,81.91933802717351
1319,41461259,Namsa-eup,남사읍,66.89706070261934
1320,41461340,Wonsam-myeon,원삼면,73.90050911822426
1321,41461350,Baegam-myeon,백암면,83.91402279879607
1322,41461360,Yangji-myeon,양지면,63.07291268926246
1323,41463101,Sin-gal-dong,신갈동,21.709158064708735
1324,41463102,Gugal-dong,구갈동,18.519627387817877
1325,41463103,Sanggal-dong,상갈동,22.565772263267153
1326,41463104,Hagal-dong,하갈동,31.793278952514072
1327,41463105,Bora-dong,보라동,24.8421336173164
1328,41463106,Jigok-dong,지곡동,31.27278613020032
1329,41463107,Gongse-dong,공세동,41.87660435818694
1330,41463108,Gomae-dong,고매동,55.90672645551589
1331,41463109,Nongseo-dong,농서동,70.90439598293487
1332,41463110,Seocheon-dong,서천동,17.425077650081473
1333,41463111,Yeongdeok-dong,영덕동,17.603266273621003
1334,41463112,Eonnam-dong,언남동,23.29813717164156
1335,41463113,Mabuk-dong,마북동,41.82712205656248
1336,41463114,Cheongdeok-dong,청덕동,38.33825293504209
1337,41463115,Dongbaek-dong,동백동,67.75941677332061
1338,41463116,Jung-dong,중동,70.45062250334313
1339,41463117,Sangha-dong,상하동,18.456344569283452
1340,41463118,Bojeong-dong,보정동,20.941210840589523
1341,41465101,Pungdeokcheon-dong,풍덕천동,15.812481512229745
1342,41465102,Jukjeon-dong,죽전동,36.066236442315954
1343,41465103,Dongcheon-dong,동천동,73.58517187043067
1344,41465104,Gogi-dong,고기동,35.90148549988423
1345,41465105,Sinbong-dong,신봉동,46.68986151793176
1346,41465106,Seongbok-dong,성복동,26.038170936839798
1347,41465107,Sanghyeon-dong,상현동,17.035269143042807
1348,41480111,Sangjiseok-dong,상지석동,20.763605994148328
1349,41480112,Sannam-dong,산남동,17.096332060264416
1350,41480123,Geumneung-dong,금릉동,16.557302807576114
1351,41480256,Beobwon-eup,법원읍,77.19412253469345
1352,41480262,Jori-eup,조리읍,53.833763128321564
1353,41480350,Gwangtan-myeon,광탄면,77.12561959675452
1354,41480370,Jeokseong-myeon,적성면,85.67760195485205
1355,41500101,Changjeon-dong,창전동,18.792501298472057
1356,41500102,Gwango-dong,관고동,24.690567159633094
1357,41500103,Jungni-dong,중리동,20.33350051954312
1358,41500104,Jeungil-dong,증일동,61.609588013508656
1359,41500105,Yulhyeon-dong,율현동,26.67680473339466
1360,41500106,Jilli-dong,진리동,19.398074374782144
1361,41500107,Anheung-dong,안흥동,16.40754312287195
1362,41500108,Galsan-dong,갈산동,16.733395457256194
1363,41500109,Jeungpo-dong,증포동,16.64147256055017
1364,41500110,Songjeong-dong,송정동,22.626582634659396
1365,41500111,Saeum-dong,사음동,65.26322403288522
1366,41500112,Danwol-dong,단월동,23.218677113322382
1367,41500113,Daepo-dong,대포동,33.23428554674475
1368,41500114,Godam-dong,고담동,42.43149129980534
1369,41500115,Jangnok-dong,장록동,16.52319554831559
1370,41500250,Janghowon-eup,장호원읍,36.36654105379282
1371,41500253,Bubal-eup,부발읍,25.72076938640916
1372,41500310,Sindun-myeon,신둔면,82.19250660132322
1373,41500320,Baeksa-myeon,백사면,65.23445380404858
1374,41500330,Hobeop-myeon,호법면,71.70604152679925
1375,41500340,Majang-myeon,마장면,84.58215378498834
1376,41500350,Daewol-myeon,대월면,27.497669667144198
1377,41500360,Moga-myeon,모가면,58.87907197316221
1378,41500370,Seolseong-myeon,설성면,64.64699578539191
1379,41500380,Yul-myeon,율면,40.266336123471994
1380,41550101,Bongsan-dong,봉산동,42.009925214022076
1381,41550102,Sungin-dong,숭인동,16.615887601814485
1382,41550104,Bongnam-dong,봉남동,35.14972173035114
1383,41550105,Gupo-dong,구포동,16.5425446152521
1384,41550107,Myeongnyun-dong,명륜동,39.17184813298521
1385,41550113,Inji-dong,인지동,15.518956926158205
1386,41550117,Seoin-dong,서인동,15.588963163018008
1387,41550118,Seokjeong-dong,석정동,15.38400715279385
1388,41550119,Ayang-dong,아양동,15.38443746074923
1389,41550120,Geumseok-dong,금석동,18.955385837841167
1390,41550121,Gye-dong,계동,20.265806286299462
1391,41550122,Oksan-dong,옥산동,16.641443589383154
1392,41550123,Sagok-dong,사곡동,58.82145729119592
1393,41550124,Dogi-dong,도기동,24.87535948238941
1394,41550125,Dangwang-dong,당왕동,33.691970618567986
1395,41550126,Gasa-dong,가사동,27.905554314422513
1396,41550127,Gahyeon-dong,가현동,16.188571520289372
1397,41550128,Singeonji-dong,신건지동,16.07299241217122
1398,41550129,Sinsohyeon-dong,신소현동,19.461429864226947
1399,41550130,Sinmosan-dong,신모산동,24.94215432030016
1400,41550132,Balhwa-dong,발화동,17.086767930515702
1401,41550133,Jungni-dong,중리동,19.108378682077177
1402,41550250,Gongdo-eup,공도읍,25.197152430015628
1403,41550310,Bogae-myeon,보개면,85.52604746765235
1404,41550320,Geumgwang-myeon,금광면,81.42251536006533
1405,41550330,Seoun-myeon,서운면,59.595567179432564
1406,41550340,Miyang-myeon,미양면,62.33297239815688
1407,41550350,Daedeok-myeon,대덕면,72.66691025580842
1408,41550360,Yangseong-myeon,양성면,84.48963594643068
1409,41550380,Wongok-myeon,원곡면,64.37635720539421
1410,41550390,Iljuk-myeon,일죽면,70.88215976190374
1411,41550400,Juksan-myeon,죽산면,78.8329712043614
1412,41550410,Samjuk-myeon,삼죽면,75.09176663958425
1413,41550420,Gosam-myeon,고삼면,85.64715162698874
1414,41570101,Bukbyeon-dong,북변동,17.925583333261358
1415,41570102,Geolpo-dong,걸포동,15.738982411191243
1416,41570103,Unyang-dong,운양동,18.19517511249494
1417,41570104,Janggi-dong,장기동,22.70776631353925
1418,41570105,Gamjeong-dong,감정동,23.458144174475706
1419,41570106,Sau-dong,사우동,18.629459872649694
1420,41570107,Pungmu-dong,풍무동,18.44513749107632
1421,41570108,Masan-dong,마산동,21.51380505413533
1422,41570109,Gurae-dong,구래동,17.85059591713732
1423,41570253,Gochon-eup,고촌읍,20.51144101182532
1424,41570256,Yangchon-eup,양촌읍,25.546235340150712
1425,41570340,Daegot-myeon,대곶면,16.657150116519126
1426,41590116,Jinan-dong,진안동,16.856393781222955
1427,41590117,Byeongjeom-dong,병점동,15.732934635371388
1428,41590118,Neung-dong,능동,21.531907288853176
1429,41590119,Gisan-dong,기산동,16.07493680748736
1430,41590120,Banwol-dong,반월동,26.666712770533437
1431,41590122,Hwanggye-dong,황계동,42.494138923316726
1432,41590123,Baeyang-dong,배양동,18.57673280691807
1433,41590124,Gian-dong,기안동,31.38931421737942
1434,41590125,Songsan-dong,송산동,59.135198386822765
1435,41590126,Annyeong-dong,안녕동,22.975699367300585
1436,41590127,Bansong-dong,반송동,26.356420304394927
1437,41590128,Seogu-dong,석우동,57.72993665351643
1438,41590129,Osan-dong,오산동,21.783080393028197
1439,41590130,Cheonggye-dong,청계동,28.250834777257356
1440,41590131,Yeongcheon-dong,영천동,17.580524770111314
1441,41590132,Jung-dong,중동,28.816330854079176
1442,41590133,Sin-dong,신동,56.85780045801694
1443,41590134,Mok-dong,목동,17.215501585584533
1444,41590135,Sancheok-dong,산척동,16.075062580102518
1445,41590136,Jangji-dong,장지동,31.77007666858537
1446,41590137,Song-dong,송동,21.01660111323867
1447,41590138,Banggyo-dong,방교동,15.411251481749321
1448,41590139,Geumgok-dong,금곡동,23.920738197076556
1449,41590253,Bongdam-eup,봉담읍,80.12978795069728
1450,41590256,Ujeong-eup,우정읍,22.925286313446563
1451,41590259,Hyangnam-eup,향남읍,54.1126977071518
1452,41590262,Namyang-eup,남양읍,80.86995783543517
1453,41590310,Maesong-myeon,매송면,73.94530608304012
1454,41590320,Bibong-myeon,비봉면,81.92272467975639
1455,41590330,Mado-myeon,마도면,61.532104213724246
1456,41590340,Songsan-myeon,송산면,38.04942384670804
1457,41590350,Seosin-myeon,서신면,71.48800277638064
1458,41590360,Paltan-myeon,팔탄면,80.23952756460369
1459,41590370,Jangan-myeon,장안면,72.42516837244074
1460,41590400,Yanggam-myeon,양감면,67.80302377801586
1461,41590410,Jeongnam-myeon,정남면,60.12349204947309
1462,41610101,Gyeongan-dong,경안동,19.294118416276458
1463,41610102,Ssangnyeong-dong,쌍령동,53.22027365442972
1464,41610103,Songjeong-dong,송정동,38.86893925055266
1465,41610104,Hoedeok-dong,회덕동,48.43274893255243
1466,41610105,Tanbeol-dong,탄벌동,62.09241620462209
1467,41610106,Mokhyeon-dong,목현동,71.8224711040103
1468,41610107,Sam-dong,삼동,32.133388179491504
1469,41610108,Jungdae-dong,중대동,69.74406754336563
1470,41610109,Jik-dong,직동,25.210520742488757
1471,41610110,Taejeon-dong,태전동,83.99595238366815
1472,41610111,Jangji-dong,장지동,35.060908391610205
1473,41610112,Yeok-dong,역동,17.08209900036641
1474,41610113,Mok-dong,목동,84.32728204899246
1475,41610114,Gosan-dong,고산동,31.52995330689669
1476,41610115,Sinhyeon-dong,신현동,31.42965218305641
1477,41610116,Neungpyeong-dong,능평동,71.47892517953646
1478,41610117,Munhyeong-dong,문형동,59.80817625392832
1479,41610118,Chuja-dong,추자동,37.866687724534025
1480,41610119,Maesan-dong,매산동,64.70449449267001
1481,41610120,Yangbeol-dong,양벌동,77.49382959794976
1482,41610253,Chowol-eup,초월읍,79.38059893573477
1483,41610259,Gonjiam-eup,곤지암읍,84.16985304827638
1484,41610330,Docheok-myeon,도척면,85.12773674963053
1485,41610340,Toechon-myeon,퇴촌면,87.98862990235779
1486,41610350,Namjong-myeon,남종면,69.22849789230729
1487,41610370,Namhansanseong-myeon,남한산성면,74.08431887025492
1488,41630101,Yuyang-dong,유양동,28.120686058370914
1489,41630102,Eodun-dong,어둔동,68.01189820189029
1490,41630103,Nambang-dong,남방동,42.21731608905601
1491,41630104,Majeon-dong,마전동,34.33410057261502
1492,41630105,Sanbuk-dong,산북동,53.03460053190799
1493,41630106,Gwangsa-dong,광사동,37.61190209698179
1494,41630107,Mansong-dong,만송동,43.427631600594275
1495,41630108,Samsung-dong,삼숭동,53.55148947983921
1496,41630109,Go-eup-dong,고읍동,25.944406081441446
1497,41630110,Deokjeong-dong,덕정동,23.237828314866945
1498,41630111,Bongyang-dong,봉양동,62.00148419866509
1499,41630112,Hoeam-dong,회암동,63.447942777250574
1500,41630113,Yuljeong-dong,율정동,55.740398326682275
1501,41630114,Okjeong-dong,옥정동,17.679633727096448
1502,41630115,Goam-dong,고암동,28.42929792975648
1503,41630116,Deokgye-dong,덕계동,24.908526755802736
1504,41630117,Hoejeong-dong,회정동,19.89874296858617
1505,41630250,Baekseok-eup,백석읍,84.1788072580372
1506,41630310,Eunhyeon-myeon,은현면,62.96756698210378
1507,41630320,Nam-myeon,남면,76.1549223413743
1508,41630330,Gwangjeok-myeon,광적면,66.70755661395108
1509,41630340,Jangheung-myeon,장흥면,71.92199170761815
1510,41650101,Sineup-dong,신읍동,88.68772310399883
1511,41650102,Eoryong-dong,어룡동,41.88453490241438
1512,41650103,Jajak-dong,자작동,66.70981611491895
1513,41650104,Seondan-dong,선단동,70.2421410490583
1514,41650105,Seorun-dong,설운동,68.84135514538572
1515,41650106,Donggyo-dong,동교동,83.60525573860707
1516,41650250,Soheul-eup,소흘읍,64.04285567552245
1517,41650310,Gunnae-myeon,군내면,67.74112099065617
1518,41650320,Naechon-myeon,내촌면,78.19174334067189
1519,41650330,Gasan-myeon,가산면,70.51080459893868
1520,41650340,Sinbuk-myeon,신북면,86.8513004140203
1521,41650350,Changsu-myeon,창수면,81.80476415694733
1522,41650360,Yeongjung-myeon,영중면,84.77054591192014
1523,41650370,Ildong-myeon,일동면,84.95474763591473
1524,41650380,Idong-myeon,이동면,86.93047821504496
1525,41650390,Yeongbuk-myeon,영북면,86.03462241215658
1526,41650400,Gwanin-myeon,관인면,82.00792482301173
1527,41650410,Hwahyeon-myeon,화현면,88.35452321324117
1528,41670101,Sang-dong,상동,19.309183835937006
1529,41670102,Hongmun-dong,홍문동,17.67199899455669
1530,41670103,Chang-dong,창동,16.098892200431628
1531,41670104,Uman-dong,우만동,17.354886757458406
1532,41670105,Danhyeon-dong,단현동,16.28549684565567
1533,41670106,Sinjin-dong,신진동,18.486439366242468
1534,41670107,Ha-dong,하동,19.51588344313671
1535,41670108,Gyo-dong,교동,28.99476781709404
1536,41670109,Wolsong-dong,월송동,65.40295092225522
1537,41670110,Ga-eop-dong,가업동,57.12406841839448
1538,41670111,Yeolla-dong,연라동,52.062412996074535
1539,41670112,Sanggeo-dong,상거동,25.796986506048754
1540,41670113,Hageo-dong,하거동,45.403301187829456
1541,41670114,Samgyo-dong,삼교동,25.413989217280825
1542,41670115,Jeombong-dong,점봉동,30.40247536963293
1543,41670116,Neunghyeon-dong,능현동,38.471198615442134
1544,41670117,Myeokgok-dong,멱곡동,17.879151980865558
1545,41670118,Yeonyang-dong,연양동,15.463399884011473
1546,41670119,Maeryong-dong,매룡동,27.027142153547146
1547,41670120,Cheonsong-dong,천송동,34.63606346020848
1548,41670121,Ohak-dong,오학동,23.026063055458295
1549,41670122,Hyeonam-dong,현암동,18.77490416038118
1550,41670123,Ogeum-dong,오금동,48.02929867310499
1551,41670250,Ganam-eup,가남읍,65.01245866946903
